CustomerState;CustomerSurname;CustomerFirstname;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Nebraska;Wong;Raj;4;64.28;396.66;253.93;1015.71
Nebraska;Wysocki;Gladys;7;59.30;874.31;496.71;3476.99
Nebraska;Yielding;Odin;4;56.51;156.05;103.57;414.27
Nebraska;Younkin;Raj;7;21.28;892.82;247.55;1732.86
Nebraska;Zakerski;H. Coleman;3;188.67;911.96;429.97;1289.90
Nebraska;Zancanaros;Deirdre Susan;7;38.03;971.79;425.81;2980.66
Nebraska;Zape;Doyle;7;26.06;840.56;374.99;2624.90
Nebraska;Ziegelman;Sange;1;950.24;950.24;950.24;950.24
Nebraska;Zilen;M. Stephen;5;190.35;950.49;480.71;2403.55
Nevada;Ackerman;Roseli;3;294.21;680.82;476.64;1429.92
Nevada;Aguilliar;V. Diane;3;358.26;630.35;496.95;1490.84
Nevada;Aigaki;Roberta;6;193.44;932.71;513.96;3083.74
Nevada;Allen;Sylvester;4;47.72;895.38;458.47;1833.87
Nevada;Alpuerto;Josephine;10;188.91;878.65;447.31;4473.08
Nevada;Alumbaugh;Irma;3;157.07;850.05;472.49;1417.47
Nevada;Amato;Brigid;4;202.56;615.44;371.71;1486.85
Nevada;Ancheta;Allison;8;61.97;817.73;420.11;3360.87
Nevada;Anderson;Blain;5;24.04;924.29;504.89;2524.47
Nevada;Andrade;Kiki;6;33.08;563.90;393.98;2363.87
Nevada;Andrews;Kiel;8;32.90;961.35;457.19;3657.50
Nevada;Angypas;Marloe;10;173.32;961.93;553.61;5536.05
Nevada;Antonio;Lisa;5;261.49;702.50;509.99;2549.97
Nevada;Aplanalp;Pamala;6;157.28;630.79;393.27;2359.59
Nevada;Aquino;Bertram;7;55.07;870.40;463.47;3244.31
Nevada;Argenal;Rachel;3;811.67;985.56;883.49;2650.46
Nevada;Avaloz, Jr.;Matthew;6;180.14;845.06;484.91;2909.49
Nevada;Azcarate;Patt;2;392.55;823.48;608.01;1216.03
Nevada;Bagby;Jacqeline;6;156.91;702.50;544.31;3265.88
Nevada;Baharian;Virtudes;4;114.19;305.92;233.87;935.47
Nevada;Baltazor;Frances;2;269.87;501.50;385.69;771.37
Nevada;Barbarino;Marshall;7;46.69;942.68;622.88;4360.18
Nevada;Barrett;Leoncio;1;412.13;412.13;412.13;412.13
Nevada;Batten;Danita;6;143.21;971.66;573.43;3440.57
Nevada;Baumann;Mabel;8;107.26;957.55;638.89;5111.13
Nevada;Bay;Sharla;2;575.19;611.58;593.38;1186.77
Nevada;Bayol;Luis;2;72.02;954.12;513.07;1026.14
Nevada;Beaver;Virginia;4;96.52;986.86;595.55;2382.21
Nevada;Becher;Jason;6;423.71;997.10;693.86;4163.19
Nevada;Behnke;Aaron;6;46.58;946.06;459.34;2756.04
Nevada;Beller;Leota;3;54.01;486.06;208.42;625.27
Nevada;Benda;Edgar;6;65.60;863.38;525.27;3151.64
Nevada;Benefiel;Georgeane;2;149.76;542.11;345.94;691.87
Nevada;Beresford;Boaz;5;352.23;846.63;621.25;3106.26
Nevada;Berg;Kyrstin;1;362.15;362.15;362.15;362.15
Nevada;Beveridge;Niki;4;313.34;836.90;559.97;2239.86
Nevada;Biltoft;Anna Maria;7;84.66;879.18;483.71;3385.95
Nevada;Binkley;Parmer;7;337.16;871.50;537.76;3764.31
Nevada;Bittel;Lelia;7;74.48;843.10;346.75;2427.26
Nevada;Blakeborough;Siu Ping;5;73.37;652.85;434.92;2174.60
Nevada;Blakely;Don;9;69.89;989.36;538.51;4846.62
Nevada;Blechle;Shenna;7;164.63;758.41;486.22;3403.51
Nevada;Bliss;Marinell;5;121.32;805.37;412.16;2060.78
Nevada;Bloomberg;Merrill;8;250.40;990.93;615.68;4925.46
Nevada;Bolstad;Alex;5;223.86;932.99;695.80;3479.02
Nevada;Bolton;D. Teddie;7;41.21;631.93;288.06;2016.45
Nevada;Borton;Marianna;9;324.80;811.47;527.09;4743.80
Nevada;Bostick;Morrie;5;250.66;847.50;445.11;2225.55
Nevada;Boston;Ross;3;136.30;305.94;233.42;700.27
Nevada;Bouchard;Charlemagne;7;60.45;986.44;579.40;4055.81
Nevada;Boyle;Freda;3;149.09;719.53;397.81;1193.42
Nevada;Bradley;Raj;9;145.02;944.65;613.02;5517.21
Nevada;Branson;Brent;2;343.33;612.35;477.84;955.68
Nevada;Braunlich;Bryant;7;386.27;821.67;530.81;3715.67
Nevada;Breen;Mario;8;50.05;995.97;543.46;4347.71
Nevada;Brekke;Sharla;6;205.62;634.30;456.71;2740.25
Nevada;Bremer;Raja;4;78.97;989.44;578.10;2312.40
Nevada;Brian;Cristobal;4;27.95;839.05;292.88;1171.50
Nevada;Bryan;Charlotte;3;87.10;615.92;429.35;1288.06
Nevada;Budlong;J. Brent;4;267.45;936.37;603.50;2413.98
Nevada;Bueno;Dawn;5;97.60;322.46;223.90;1119.50
Nevada;Buerger;Verdis;6;82.06;999.37;484.62;2907.74
Nevada;Bukias;Dolores;8;71.69;969.96;428.74;3429.88
Nevada;Burchette;Alisha;6;112.70;948.94;581.79;3490.75
Nevada;Burgh;Clarence;4;662.93;994.75;770.16;3080.64
Nevada;Burrell;Karl;10;50.14;986.65;544.36;5443.55
Nevada;Burris;Frazier;4;107.44;865.31;391.62;1566.48
Nevada;Burtis;Hoai;3;256.36;962.98;565.85;1697.56
Nevada;Buxton;Brigid;1;818.00;818.00;818.00;818.00
Nevada;Calicura;Otilia;10;103.64;998.59;537.71;5377.10
Nevada;Calkins;Tanya;11;151.33;972.34;615.09;6765.96
Nevada;Campanelli;Tricia;9;143.83;967.47;444.83;4003.48
Nevada;Campos;Jan;9;234.95;941.50;650.65;5855.88
Nevada;Cardas;Angel;3;153.45;657.76;486.49;1459.47
Nevada;Carlock;Daisy;3;723.14;923.23;855.16;2565.47
Nevada;Carrier;Lelia;4;43.72;550.30;288.10;1152.42
Nevada;Carter;Russ;7;74.74;998.33;551.81;3862.70
Nevada;Casbon;Hakma;4;195.75;823.40;437.19;1748.74
Nevada;Case;Molly;7;322.33;810.78;492.97;3450.82
Nevada;Castorena;Tish;6;62.75;885.19;335.38;2012.26
Nevada;Catalano;Mack;3;35.92;873.31;443.65;1330.96
Nevada;Cathey;Monique;5;143.20;880.67;599.73;2998.66
Nevada;Cathey;Yao-chun;2;130.40;326.56;228.48;456.96
Nevada;Cetin;Nordyn;7;72.17;927.43;511.16;3578.11
Nevada;Chalmers;Markeaus;5;79.81;983.03;477.65;2388.27
Nevada;Chandler;Erelyn;5;95.83;860.23;414.32;2071.62
Nevada;Chard;T. Claire;3;189.27;561.42;331.19;993.56
Nevada;Charlesworth;Wendy;3;284.99;782.40;573.75;1721.24
Nevada;Chorbajian;Veda;6;105.31;969.22;660.84;3965.02
Nevada;Christoff;Kyndra;7;125.04;980.40;571.89;4003.25
Nevada;Cichon;Suzette;4;63.05;978.49;456.49;1825.94
Nevada;Clement;Tauni;4;473.31;743.11;608.76;2435.04
Nevada;Clott;Caryl;1;715.09;715.09;715.09;715.09
Nevada;Coffey;L. Albert;10;66.40;895.94;345.61;3456.05
Nevada;Cogswell;Cyndy;7;81.74;822.96;588.52;4119.64
Nevada;Collins;Ella;7;353.61;848.49;645.23;4516.61
Nevada;Comden;Corrina;7;135.00;890.29;506.84;3547.91
Nevada;Conness;Opal;3;186.30;964.70;468.00;1403.99
Nevada;Corwin;Glenys;7;274.01;941.49;615.77;4310.39
Nevada;Cottle;Petrina;5;122.59;824.74;506.76;2533.82
Nevada;Craft;Carl;1;258.00;258.00;258.00;258.00
Nevada;Crosby;Garrett;3;100.23;456.43;304.13;912.40
Nevada;Cruya;Layla;9;125.54;976.19;697.35;6276.18
Nevada;Dalsaso;Tuyet;7;49.65;772.31;489.04;3423.28
Nevada;Dandurand;Suzanne;3;355.92;969.91;642.98;1928.93
Nevada;David;Frankie;6;33.24;983.05;514.43;3086.60
Nevada;Deacon;Willadean;3;159.20;956.14;638.62;1915.86
Nevada;Debelak;Mitchell;7;208.58;818.92;513.08;3591.55
Nevada;Deborde;Doris;4;145.77;711.01;442.00;1768.00
Nevada;Degroot;Vance;5;328.00;775.42;539.09;2695.46
Nevada;Dennis;Shawn;4;439.64;697.72;603.71;2414.85
Nevada;Desai;Ellis;6;331.43;863.68;522.66;3135.94
Nevada;Desandre;Barri;4;193.98;456.91;366.95;1467.80
Nevada;Desloover;Leticia;4;577.02;951.43;797.43;3189.74
Nevada;Donnelly;Juan;7;91.87;763.34;433.80;3036.62
Nevada;Dore;Josephine Joanne A;5;354.09;957.81;751.15;3755.77
Nevada;Dorrell;Candius;9;455.23;869.74;606.66;5459.98
Nevada;Duran;Gina;9;128.13;685.65;439.28;3953.52
Nevada;Dykstra;Kathleen (Kay);1;465.94;465.94;465.94;465.94
Nevada;Dysart;Consuelo;4;428.47;616.39;534.50;2137.99
Nevada;Eason;Jules;5;407.97;930.67;620.24;3101.21
Nevada;Eckley;Patrick;5;26.52;975.92;331.49;1657.46
Nevada;Enlow;Amalie;5;127.30;587.17;400.16;2000.81
Nevada;Erickson;Kirk;9;48.60;968.98;599.68;5397.15
Nevada;Espinosa;Brradley;5;174.46;845.40;537.67;2688.34
Nevada;Esquibel;Steve;3;83.34;427.32;200.89;602.67
Nevada;Ewy;Danae;5;220.75;947.40;773.11;3865.55
Nevada;Falsetta;Richard (Chris);6;24.33;783.61;491.48;2948.85
Nevada;Farbo;Josh;7;89.86;953.26;421.53;2950.74
Nevada;Fien;Barbara Ann;6;24.13;924.04;438.17;2629.01
Nevada;Fitts;Amato;3;632.26;939.48;793.70;2381.10
Nevada;Formanek;Jan;7;160.29;977.66;697.56;4882.93
Nevada;Forsyth;Erre;9;152.46;972.72;653.78;5883.99
Nevada;Freeman;Marina;2;318.56;619.81;469.18;938.37
Nevada;Fulton;Joan;6;55.86;867.28;627.43;3764.55
Nevada;Fultone;Art;6;222.52;836.99;515.38;3092.26
Nevada;Fults;Gertrude;2;72.58;331.70;202.14;404.28
Nevada;Gabriel;Delfino;4;65.64;497.56;192.57;770.28
Nevada;Gagnon;Arabelle;2;100.65;111.88;106.27;212.53
Nevada;Gancel;Ernest;6;162.28;955.03;526.04;3156.26
Nevada;Gannon;Bryant;5;35.14;341.26;143.01;715.03
Nevada;Gaya;Jose;4;246.19;726.97;578.43;2313.72
Nevada;Gayheart;Brandy;6;326.12;978.01;603.80;3622.82
Nevada;Gayheart;Josephine Joanne A;3;34.54;593.01;292.77;878.31
Nevada;Geiermann;Suzy;2;82.99;877.59;480.29;960.58
Nevada;Genara;Latoya;6;77.60;874.77;424.05;2544.30
Nevada;Gladhdish;Hubert;2;555.46;918.76;737.11;1474.22
Nevada;Glassman;Vangie;4;397.58;935.57;625.64;2502.58
Nevada;Godoy;Korri;11;174.80;978.05;523.37;5757.08
Nevada;Goldblatt;Tonya;3;135.78;759.63;523.45;1570.36
Nevada;Gould;Eveline;5;26.96;832.59;430.54;2152.70
Nevada;Gram;Meagan;6;97.08;789.42;472.35;2834.09
Nevada;Harmon;Randee;1;560.75;560.75;560.75;560.75
Nevada;Harth;M. Stephen;4;25.80;914.05;575.30;2301.22
Nevada;Hartvickson;Teong;2;278.10;345.77;311.94;623.87
Nevada;Hauser;Elaine;2;511.30;523.33;517.32;1034.63
Nevada;Haynes;Doralee;4;465.79;997.45;727.58;2910.30
Nevada;Hazlett;Ruth;3;62.22;578.00;384.69;1154.07
Nevada;Heaton;Shirley;3;514.62;757.70;662.77;1988.31
Nevada;Heinz;Tori;7;55.28;956.61;615.95;4311.65
Nevada;Henrickson;Harvey;10;222.40;854.63;497.03;4970.29
Nevada;Henriques;Mary Katherine;3;92.08;978.24;593.95;1781.85
Nevada;Hewton, Sr.;Wilbur;3;23.10;774.43;309.81;929.44
Nevada;Heyer;R. Kay;3;405.89;742.82;578.93;1736.80
Nevada;Highsmith;Allan;6;247.79;877.85;608.96;3653.77
Nevada;Hijar;Elsabel;4;184.84;756.78;353.00;1412.00
Nevada;Hinzman;Britton;2;161.15;501.78;331.46;662.93
Nevada;Holford;Dyanna;9;23.80;844.37;522.31;4700.80
Nevada;Holmberg;Deanna;2;535.45;858.66;697.06;1394.11
Nevada;Horvat;Yaakov;2;200.02;646.94;423.48;846.96
Nevada;Howard;Royanne;5;27.73;816.83;478.09;2390.44
Nevada;Howley;F.;3;498.95;785.11;604.12;1812.36
Nevada;Hsieh;Louella;5;59.72;973.75;508.66;2543.32
Nevada;Humphrey;Ali;3;136.62;908.13;567.04;1701.12
Nevada;Huq;Lyla;7;29.91;862.60;322.80;2259.62
Nevada;Jacobs;Kirk;4;439.85;892.32;648.53;2594.14
Nevada;Jarnagin;Kasandra;7;24.52;602.31;371.19;2598.30
Nevada;Jarnagin;Willis;7;80.27;990.50;473.49;3314.44
Nevada;Jarvis;Arden;6;20.18;884.20;547.64;3285.84
Nevada;Jersin;G. Barry;7;83.49;792.64;423.28;2962.97
Nevada;Jesser;Bambi;4;41.19;759.41;357.64;1430.56
Nevada;Jobe;Dick;5;68.30;403.61;269.02;1345.11
Nevada;Judnich;Miggs;4;213.65;825.15;412.57;1650.30
Nevada;Kabbes;Karlee;6;258.42;960.23;632.61;3795.69
Nevada;Kaffer;Lydia;5;505.71;992.68;741.29;3706.47
Nevada;Kartus;Josh;3;138.83;767.17;426.38;1279.13
Nevada;Kartus;Kathi;7;142.22;858.31;426.03;2982.21
Nevada;Kellen;Lyle;5;34.15;913.13;444.03;2220.13
Nevada;Kerr;Je;3;252.05;770.28;578.92;1736.76
Nevada;Ketchum;Cindy;6;448.58;915.92;710.34;4262.07
Nevada;Kettenring;H.;8;79.24;983.38;482.10;3856.81
Nevada;Khan;Teresa;7;181.99;815.91;482.71;3379.00
Nevada;Kimbell;Vartkes;4;114.97;829.09;522.29;2089.17
Nevada;Kirschner;Vance;5;295.51;678.91;554.11;2770.57
Nevada;Klein;Alexandro;3;360.67;653.85;495.95;1487.86
Nevada;Kneipple;Beatrix;4;35.56;699.75;403.08;1612.33
Nevada;Knutson;Lisa;7;56.53;967.35;546.94;3828.57
Nevada;Koblinski;Jeanni;3;310.35;770.89;539.64;1618.91
Nevada;Koltay;Norman;1;142.38;142.38;142.38;142.38
Nevada;Kouba;Shyla;8;24.70;983.38;445.94;3567.55
Nevada;Krug;Herman;5;230.58;986.43;583.23;2916.16
Nevada;Krug;Kurt;3;199.77;887.74;549.70;1649.10
Nevada;Kryway;Erma;2;138.32;998.02;568.17;1136.34
Nevada;La Monica;Cathleen;6;180.72;681.94;477.98;2867.88
Nevada;Landauer;Sonja;3;313.47;882.82;575.01;1725.04
Nevada;Lansing;Perinda;5;191.22;947.21;623.71;3118.57
Nevada;Latham;Deanne;8;88.37;891.14;466.39;3731.11
Nevada;Laue;Emma Lou;5;246.23;995.29;785.33;3926.65
Nevada;Lay;Hyman;3;196.81;307.42;259.73;779.18
Nevada;Lease;Miriam;4;200.98;658.58;484.14;1936.56
Nevada;Leasman;Norita;7;255.38;647.22;443.07;3101.51
Nevada;Lechter;Perpetua;3;275.98;633.91;460.57;1381.71
Nevada;Leske;Elva;3;272.93;534.29;402.14;1206.43
Nevada;Leske;Maryjane;3;521.11;950.00;776.23;2328.69
Nevada;Lessum;Jan;6;69.25;581.13;304.28;1825.68
Nevada;Levine;L. Paul;5;128.69;939.40;559.59;2797.96
Nevada;Lima;Larry;4;86.49;813.31;514.67;2058.67
Nevada;Lindberg;Elaine;2;336.77;442.74;389.75;779.51
Nevada;Logsdon;Douglas;2;49.03;226.88;137.95;275.91
Nevada;Longstreet;Reeda;1;936.08;936.08;936.08;936.08
Nevada;Lorenzen;Lowell;3;306.74;735.95;571.98;1715.93
Nevada;Lowery;Fannye;5;93.48;930.89;460.13;2300.65
Nevada;Luks;Mereeda;9;39.83;940.15;557.87;5020.82
Nevada;Lyeba;Elva;2;603.15;770.89;687.02;1374.04
Nevada;Mabe;Annemarie;5;85.72;885.37;568.31;2841.57
Nevada;Mahrous;Luann;5;382.79;963.47;678.19;3390.97
Nevada;Mancini;Ronny;4;401.68;893.15;637.31;2549.26
Nevada;Marchese;Son;10;59.13;998.35;657.83;6578.29
Nevada;Marcus;Alicia;8;104.29;611.95;438.16;3505.28
Nevada;Marino;Gautam;9;96.78;705.65;323.94;2915.49
Nevada;Marmaro;Betty;4;258.50;618.56;429.91;1719.65
Nevada;Marschang;Adelaide;8;89.87;928.44;407.66;3261.26
Nevada;Martz;Howard;7;84.26;923.09;418.71;2930.97
Nevada;McCafferty;Ewing;7;41.33;829.25;393.58;2755.06
Nevada;McClease;Cherie;3;87.77;765.96;368.57;1105.72
Nevada;McEvoy;Santosh;3;412.06;554.99;496.91;1490.74
Nevada;McIntyre;Kara;3;156.13;979.93;704.95;2114.84
Nevada;McKenney;Jess;7;33.40;756.46;339.47;2376.30
Nevada;McKenney;Veda;1;711.62;711.62;711.62;711.62
Nevada;McMenama;Brittney;5;132.39;899.27;674.81;3374.05
Nevada;Mccoy;Rebekkah;6;215.78;773.82;512.25;3073.48
Nevada;Mcgrath;Deborah;5;175.78;957.97;777.99;3889.96
Nevada;Mcgrath;Weston;3;35.02;575.89;393.47;1180.42
Nevada;Mendelson;Allan;4;84.89;860.96;365.61;1462.43
Nevada;Mestas;Lauern;4;194.47;896.67;576.21;2304.83
Nevada;Meuller;Reta;3;301.59;735.69;481.90;1445.71
Nevada;Meyerhoff;Florence;5;110.72;894.15;524.67;2623.36
Nevada;Mileski;Arleah;2;345.06;912.77;628.91;1257.83
Nevada;Mohr;Taesoon;6;80.36;725.48;379.86;2279.18
Nevada;Montelongo;Yolanda;3;49.81;627.81;332.43;997.28
Nevada;Montgomery;Mickey;6;21.58;987.30;677.90;4067.39
Nevada;Mora;Dylan;4;75.67;843.00;451.07;1804.29
Nevada;Morris;Kevin;6;68.16;956.23;534.32;3205.92
Nevada;Mosco;Bobby;4;233.90;942.13;590.32;2361.27
Nevada;Munsi;Bryndis;6;237.61;917.88;644.58;3867.47
Nevada;Nagel;Cathie;7;266.42;701.72;451.83;3162.81
Nevada;Narberes;Becky;3;177.21;584.55;383.94;1151.82
Nevada;Narberes;Homer;7;80.76;888.22;466.16;3263.12
Nevada;Nicholas;Rob;1;484.51;484.51;484.51;484.51
Nevada;Noar;Rama;6;117.45;937.69;563.33;3379.97
Nevada;Nye;Rima;4;504.10;998.17;746.50;2985.99
Nevada;Ogan;Marinell;3;256.71;826.57;620.15;1860.46
Nevada;Otey;M. Patricia;3;265.64;623.82;494.84;1484.51
Nevada;Pack;Fawn;3;504.75;934.08;760.18;2280.53
Nevada;Palmieri;Walker;6;72.15;828.39;528.80;3172.78
Nevada;Parks;Lawanda;3;106.27;993.21;624.63;1873.90
Nevada;Partin;Orlando;7;548.87;978.01;676.14;4733.00
Nevada;Pavicich;Elanor;4;312.21;765.16;585.09;2340.34
Nevada;Peadilla;Latoya;7;27.01;983.40;474.50;3321.47
Nevada;Pectol;Lindsay;2;50.98;449.51;250.25;500.49
Nevada;Penfold;Ernestine;4;88.15;526.90;374.41;1497.63
Nevada;Perse;Reade;5;28.83;891.06;307.74;1538.70
Nevada;Petrick;Hoon;8;92.75;856.64;346.12;2768.94
Nevada;Pfeifer;Hoon;2;118.83;847.90;483.37;966.73
Nevada;Phillips;Lige;6;42.64;822.23;309.57;1857.43
Nevada;Pickford;M. Stephen;6;104.32;736.39;317.27;1903.60
Nevada;Pigman;Judine;5;201.13;487.58;328.06;1640.32
Nevada;Pilotte;Dian;5;41.46;943.37;370.14;1850.68
Nevada;Quinn;Fereshteh;9;244.54;982.99;655.26;5897.36
Nevada;Randall;Selina;11;162.25;959.84;643.14;7074.58
Nevada;Ranniger;Trinnette;4;156.66;677.27;357.74;1430.94
Nevada;Raya;Mitra;7;201.27;801.11;461.22;3228.57
Nevada;Reitzel;Bo;2;236.39;616.13;426.26;852.52
Nevada;Reyher;Silas;5;397.96;963.36;672.41;3362.07
Nevada;Rhoads;R.;6;54.70;992.43;437.88;2627.31
Nevada;Roche;Rosenda;6;170.91;957.82;629.94;3779.66
Nevada;Rodrick;Brandi;3;95.45;528.96;350.36;1051.08
Nevada;Roush;Denean;2;243.05;479.43;361.24;722.48
Nevada;Row;Tyler;3;266.58;470.33;389.34;1168.03
Nevada;Rowland;Erik;4;84.98;719.19;387.78;1551.11
Nevada;Rustay;Conrad;2;110.87;431.95;271.41;542.82
Nevada;Saraj;Garnis;4;23.41;307.22;175.34;701.36
Nevada;Sarber;Erryn;1;220.74;220.74;220.74;220.74
Nevada;Sarne;S. Gayle;4;47.36;723.70;403.69;1614.78
Nevada;Schnurr;Chaillot;5;317.57;954.61;708.63;3543.13
Nevada;Schumer;Foster;3;256.17;513.79;353.17;1059.51
Nevada;Serventi;Onita;3;645.01;930.68;787.51;2362.53
Nevada;Sheffield;Rosealee;4;322.52;965.76;555.72;2222.89
Nevada;Shekell;Stacy;3;210.96;906.65;573.81;1721.42
Nevada;Showaker;Harland;5;140.62;982.35;463.62;2318.08
Nevada;Sibert;Daniella;3;342.47;746.43;570.52;1711.55
Nevada;Sikes;Thadeus;3;64.85;140.47;100.35;301.04
Nevada;Skarr;Mira;7;220.77;929.32;680.15;4761.04
Nevada;Slavin;Fawn;5;172.93;791.29;474.52;2372.60
Nevada;Sloan;Gerald;4;223.57;642.07;447.41;1789.64
Nevada;Slominski;Israel;7;302.03;994.48;531.29;3719.02
Nevada;Sluder;Cletus;4;42.30;921.48;519.42;2077.70
Nevada;Slusher;Kari;3;562.44;795.39;672.69;2018.07
Nevada;Smock;Kim;7;348.37;962.76;734.57;5141.96
Nevada;Soden;Kendrick;3;362.60;972.85;622.95;1868.84
Nevada;Soldani;Emma;3;378.12;751.22;528.36;1585.08
Nevada;Sorensen;Ila;8;111.02;860.52;488.12;3904.98
Nevada;Sousa;Danetta;2;33.78;382.47;208.12;416.25
Nevada;Squires;Jenaro;6;190.57;935.98;516.93;3101.57
Nevada;Standafer;Leonora;6;215.29;752.82;426.73;2560.36
Nevada;Steeves;Ethel;2;189.85;859.48;524.66;1049.33
Nevada;Steffy;Doreen;4;130.53;624.86;397.20;1588.81
Nevada;Steingraf;Florence;4;316.00;897.27;609.83;2439.31
Nevada;Stensvold;Bryndis;3;605.74;879.65;700.92;2102.75
Nevada;Stives;Art;10;128.51;949.87;488.60;4886.03
Nevada;Stohon;Jared;3;245.25;909.70;515.07;1545.20
Nevada;Storey;Matilda;3;217.23;695.67;387.57;1162.71
Nevada;Story;Suzanne;5;223.30;746.91;435.07;2175.35
Nevada;Strankman;Myreda;5;103.67;802.81;496.89;2484.44
Nevada;Sultan;Lindsay;9;241.57;983.65;712.76;6414.86
Nevada;Sultani;Vivian;2;355.32;529.52;442.42;884.84
Nevada;Swindler;Ingmar;1;431.96;431.96;431.96;431.96
Nevada;Swinhart;Marlys;2;77.73;201.73;139.73;279.46
Nevada;Szynskie;Damon;4;467.34;838.26;612.80;2451.20
Nevada;Tallaksen;Rudy;6;272.43;928.82;561.27;3367.64
Nevada;Tallmadge;Maryanne;13;26.45;995.59;418.33;5438.30
Nevada;Tallman;Rubie Leona;5;216.94;781.79;514.90;2574.52
Nevada;Tam;Gemma;5;91.30;753.44;370.99;1854.95
Nevada;Taylor, Jr.;Willard;5;164.58;855.80;438.38;2191.90
Nevada;Tepper;Earnest;8;203.17;740.57;451.59;3612.72
Nevada;Thayer;Morrie;5;272.11;821.05;525.06;2625.32
Nevada;Thomsen;Rudy;6;109.77;973.51;437.21;2623.28
Nevada;Thoreson;Marcial;4;269.27;967.04;627.90;2511.62
Nevada;Thorpe;Victoria;1;660.80;660.80;660.80;660.80
Nevada;Tibbs;Amalie;6;225.01;970.59;533.64;3201.87
Nevada;Tiffiny;Micheline;6;283.76;984.96;702.10;4212.62
Nevada;Till;Nicolette;5;162.32;909.34;561.25;2806.24
Nevada;Tillman;JoAnne;2;460.16;524.79;492.48;984.95
Nevada;Tobias;Dalene;3;221.17;865.14;626.06;1878.18
Nevada;Toenjes;Sterling;5;54.72;964.40;582.52;2912.58
Nevada;Tomek;Hilary;6;61.30;734.35;380.93;2285.58
Nevada;Tommerup;Evelyn;2;297.12;572.86;434.99;869.98
Nevada;Tommerup;Mariano;5;100.16;814.10;515.16;2575.80
Nevada;Torri;Willadean;4;59.65;814.66;600.38;2401.53
Nevada;Townsend;Jon;4;59.21;718.80;369.38;1477.51
Nevada;Travierso;Salome;8;584.54;949.13;747.71;5981.65
Nevada;Tripodi;Rosalia;7;65.81;907.72;535.42;3747.95
Nevada;Trump;Lacey;6;63.31;505.63;272.01;1632.09
Nevada;Tuszynski;Rosella;4;24.63;700.16;457.61;1830.42
Nevada;Vaisnor;Nieves;7;468.24;894.66;700.03;4900.23
Nevada;Valencia;Sali;5;200.79;942.14;661.86;3309.28
Nevada;Valladao;Nola;6;317.19;952.13;621.90;3731.39
Nevada;Van Antwerp;Kameron;1;819.86;819.86;819.86;819.86
Nevada;Van Buren;Herve;6;109.44;901.26;509.56;3057.33
Nevada;Van Donkkenburg;Shaun;2;38.73;332.23;185.48;370.96
Nevada;Van Pelt;Brian;5;59.45;880.71;374.30;1871.51
Nevada;Van Valin;Regina;7;29.18;830.72;429.66;3007.61
Nevada;Vawter;Blanche;3;58.60;941.87;608.64;1825.92
Nevada;Velasco;Shannon;7;208.28;961.99;467.73;3274.08
Nevada;Velasquez;Gretchen;2;565.36;668.66;617.01;1234.02
Nevada;Venable;Jake;3;380.81;976.09;615.24;1845.71
Nevada;Verhaeghe;Wendie;5;145.41;941.89;598.66;2993.29
Nevada;Vert;Laura;8;36.82;898.45;411.70;3293.60
Nevada;Vessa;Hattie;3;108.18;481.01;320.16;960.48
Nevada;Visperas;Tyler;3;32.18;674.51;304.96;914.88
Nevada;Walcott;Sara;5;337.04;879.35;695.73;3478.63
Nevada;Wall;Alicia;10;101.43;730.71;380.20;3802.02
Nevada;Wardley;Aurelia;4;67.66;679.50;468.98;1875.90
Nevada;Warrick;May;3;630.52;736.57;689.74;2069.22
Nevada;Waterman;Nordyn;7;228.65;863.11;539.89;3779.24
Nevada;Webb;Katy;4;241.09;931.89;498.77;1995.07
Nevada;Wedellsborg;Tracey;5;56.95;856.09;384.75;1923.77
Nevada;Weibert;Maryfrances;6;383.79;977.77;670.05;4020.29
Nevada;Wentz;Lauri;2;182.02;950.96;566.49;1132.98
Nevada;Wessels;Hoyt;3;160.28;899.34;474.53;1423.60
Nevada;Wiers;Myles;4;25.45;824.20;503.06;2012.26
Nevada;Willems;Paulette;5;262.49;981.50;574.31;2871.54
Nevada;Wilmoth;Irving;3;200.61;883.26;522.79;1568.38
Nevada;Wines;Salem;6;319.66;925.22;545.77;3274.65
Nevada;Winslow;Jinous;1;140.64;140.64;140.64;140.64
Nevada;Wurick;Cody;4;162.63;927.95;505.54;2022.17
Nevada;Xu;Roselinda;2;76.54;869.70;473.12;946.24
Nevada;Yarrington;Fernando;5;125.49;939.89;368.95;1844.74
Nevada;Yeater;Monteze;2;458.06;667.27;562.66;1125.33
Nevada;Yeates;Janice;5;157.08;864.56;471.74;2358.68
Nevada;Yielding;Sheila;5;146.62;744.24;510.15;2550.74
Nevada;Yonce;Charlotee;5;416.49;921.66;611.65;3058.23
Nevada;Yount;Sherena;8;128.31;869.63;522.92;4183.39
Nevada;Yuhasz;Sherea;4;47.72;777.29;365.38;1461.53
Nevada;Zane;Amalia;2;292.97;615.63;454.30;908.60
Nevada;Zbiegien;Uriel;3;340.28;626.42;513.49;1540.48
Nevada;Zerfas;Ethan;5;251.02;922.69;670.98;3354.90
Nevada;Zetzer;Debby;6;200.58;757.65;433.89;2603.33
Nevada;Zikria;Bryndis;2;230.10;433.42;331.76;663.52
Nevada;Zimmerly;Gia;5;252.86;766.05;587.88;2939.42
