EmployeeSurname;EmployeeFirstname;CustomerState;NumberOfTransactions;MinAmount;MaxAmount;AverageAmount;SumOfAmounts
Laursen;Stanley;New Mexico;7;67.62;865.63;458.77;3211.40
Laursen;Stanley;New York;14;24.01;983.46;491.54;6881.57
Laursen;Stanley;North Carolina;12;95.46;823.60;529.68;6356.21
Laursen;Stanley;North Dakota;11;23.79;765.96;375.63;4131.98
Laursen;Stanley;Ohio;11;127.40;879.70;546.90;6015.90
Laursen;Stanley;Oklahoma;8;136.18;902.63;541.51;4332.10
Laursen;Stanley;Oregon;15;108.42;915.51;451.79;6776.79
Laursen;Stanley;Pennsylvania;11;197.79;912.62;537.61;5913.71
Laursen;Stanley;Rhode Island;10;203.31;968.14;543.78;5437.82
Laursen;Stanley;South Carolina;8;140.89;910.74;484.37;3874.96
Laursen;Stanley;South Dakota;7;21.37;765.02;488.98;3422.83
Laursen;Stanley;Tennessee;9;120.53;991.40;488.04;4392.40
Laursen;Stanley;Texas;8;152.24;982.21;542.01;4336.10
Laursen;Stanley;Utah;10;56.86;629.16;349.88;3498.83
Laursen;Stanley;Vermont;7;40.74;878.96;446.35;3124.44
Laursen;Stanley;Virginia;11;306.79;925.91;629.94;6929.37
Laursen;Stanley;Washington;6;215.92;884.80;449.50;2697.00
Laursen;Stanley;West Virginia;6;121.50;897.88;496.84;2981.04
Laursen;Stanley;Wisconsin;12;24.56;833.50;478.41;5740.87
Laursen;Stanley;Wyoming;11;357.53;998.40;719.02;7909.19
Lawton;Helen;Alabama;15;88.66;989.55;618.15;9272.27
Lawton;Helen;Alaska;9;87.55;990.11;544.28;4898.56
Lawton;Helen;Arizona;10;107.09;926.45;546.98;5469.76
Lawton;Helen;Arkansas;12;103.38;976.47;519.83;6237.93
Lawton;Helen;California;9;66.12;934.55;500.64;4505.78
Lawton;Helen;Colorado;10;58.72;942.77;471.95;4719.51
Lawton;Helen;Connecticut;10;94.02;987.28;492.43;4924.29
Lawton;Helen;Delaware;7;30.28;732.10;431.00;3017.03
Lawton;Helen;Florida;10;156.70;874.95;517.37;5173.70
Lawton;Helen;Georgia;7;230.07;797.20;497.22;3480.57
Lawton;Helen;Hawaii;7;227.05;957.69;578.11;4046.75
Lawton;Helen;Idaho;5;101.09;510.27;279.12;1395.61
Lawton;Helen;Illinois;8;80.83;841.38;344.56;2756.47
Lawton;Helen;Indiana;10;44.36;894.64;519.34;5193.39
Lawton;Helen;Iowa;8;111.68;950.54;490.84;3926.73
Lawton;Helen;Kansas;7;159.91;673.39;495.13;3465.89
Lawton;Helen;Kentucky;8;27.24;954.81;421.12;3369.00
Lawton;Helen;Louisiana;15;36.81;938.72;388.59;5828.90
Lawton;Helen;Maine;10;238.96;898.52;704.82;7048.23
Lawton;Helen;Maryland;7;68.65;696.14;405.09;2835.66
Lawton;Helen;Massachusetts;14;36.94;931.76;421.62;5902.74
Lawton;Helen;Michigan;12;279.90;956.66;555.07;6660.83
Lawton;Helen;Minnesota;17;23.19;890.65;433.32;7366.38
Lawton;Helen;Mississippi;8;146.98;692.17;482.93;3863.47
Lawton;Helen;Missouri;14;188.07;984.56;601.27;8417.72
Lawton;Helen;Montana;7;98.75;991.44;458.85;3211.97
Lawton;Helen;Nebraska;11;137.83;917.48;524.52;5769.76
Lawton;Helen;Nevada;13;66.40;847.50;477.37;6205.76
Lawton;Helen;New Hampshire;11;99.00;886.96;503.84;5542.25
Lawton;Helen;New Jersey;12;53.79;770.79;445.60;5347.20
Lawton;Helen;New Mexico;9;192.53;999.10;556.50;5008.49
Lawton;Helen;New York;9;129.21;725.95;417.86;3760.74
Lawton;Helen;North Carolina;11;95.25;901.24;467.54;5142.93
Lawton;Helen;North Dakota;5;42.38;957.22;381.30;1906.51
Lawton;Helen;Ohio;10;207.91;812.68;563.39;5633.91
Lawton;Helen;Oklahoma;7;36.47;782.14;412.15;2885.03
Lawton;Helen;Oregon;12;113.72;957.89;478.65;5743.81
Lawton;Helen;Pennsylvania;11;112.69;995.06;465.48;5120.31
Lawton;Helen;Rhode Island;19;82.06;903.34;512.68;9740.88
Lawton;Helen;South Carolina;10;55.35;981.24;524.08;5240.85
Lawton;Helen;South Dakota;8;236.47;912.47;552.31;4418.47
Lawton;Helen;Tennessee;11;44.91;934.65;528.12;5809.37
Lawton;Helen;Texas;7;178.51;794.82;418.49;2929.46
Lawton;Helen;Utah;12;36.81;959.95;509.38;6112.51
Lawton;Helen;Vermont;19;41.85;924.36;528.15;10034.85
Lawton;Helen;Virginia;9;300.31;928.02;682.16;6139.47
Lawton;Helen;Washington;8;107.20;713.75;389.90;3119.23
Lawton;Helen;West Virginia;13;42.56;914.58;530.64;6898.27
Lawton;Helen;Wisconsin;8;37.97;865.10;442.75;3542.02
Lawton;Helen;Wyoming;15;70.15;964.28;565.35;8480.27
Leather;Gabriel;Alabama;11;58.97;979.43;420.52;4625.69
Leather;Gabriel;Alaska;11;176.85;873.78;513.29;5646.22
Leather;Gabriel;Arizona;12;20.71;979.20;581.50;6978.00
Leather;Gabriel;Arkansas;12;22.40;932.11;615.69;7388.29
Leather;Gabriel;California;13;247.82;999.74;581.43;7558.56
Leather;Gabriel;Colorado;13;135.68;988.98;594.75;7731.74
Leather;Gabriel;Connecticut;6;242.40;965.70;559.52;3357.15
Leather;Gabriel;Delaware;12;24.78;882.42;428.73;5144.79
Leather;Gabriel;Florida;13;70.54;980.10;468.83;6094.76
Leather;Gabriel;Georgia;10;180.79;989.31;664.02;6640.21
Leather;Gabriel;Hawaii;10;23.19;881.76;466.00;4660.04
Leather;Gabriel;Idaho;5;47.96;831.33;335.76;1678.80
Leather;Gabriel;Illinois;13;53.46;741.20;399.61;5194.99
Leather;Gabriel;Indiana;9;139.70;965.98;674.16;6067.42
Leather;Gabriel;Iowa;5;43.13;981.30;462.51;2312.56
Leather;Gabriel;Kansas;8;94.05;868.69;524.60;4196.77
Leather;Gabriel;Kentucky;13;40.17;963.20;475.47;6181.11
Leather;Gabriel;Louisiana;10;31.44;965.21;459.64;4596.45
Leather;Gabriel;Maine;10;20.50;902.25;453.30;4533.04
Leather;Gabriel;Maryland;12;27.87;948.52;453.87;5446.41
Leather;Gabriel;Massachusetts;17;118.47;951.14;524.07;8909.11
Leather;Gabriel;Michigan;9;209.34;975.20;567.07;5103.62
Leather;Gabriel;Minnesota;8;140.54;919.64;653.58;5228.63
Leather;Gabriel;Mississippi;11;52.68;991.93;480.99;5290.88
Leather;Gabriel;Missouri;10;71.33;992.92;685.34;6853.35
Leather;Gabriel;Montana;14;280.93;991.45;655.68;9179.56
Leather;Gabriel;Nebraska;7;49.71;935.59;540.17;3781.18
Leather;Gabriel;Nevada;14;130.40;856.15;494.60;6924.36
Leather;Gabriel;New Hampshire;10;103.72;922.43;484.98;4849.82
Leather;Gabriel;New Jersey;11;81.60;977.12;520.68;5727.52
Leather;Gabriel;New Mexico;10;109.46;991.70;660.72;6607.15
Leather;Gabriel;New York;13;63.24;903.66;405.06;5265.76
Leather;Gabriel;North Carolina;13;33.60;895.63;563.73;7328.54
Leather;Gabriel;North Dakota;15;29.69;896.44;448.73;6730.98
Leather;Gabriel;Ohio;12;120.52;906.17;428.30;5139.61
Leather;Gabriel;Oklahoma;13;26.33;775.91;418.74;5443.60
Leather;Gabriel;Oregon;8;76.85;966.55;474.24;3793.89
Leather;Gabriel;Pennsylvania;16;97.50;940.50;501.19;8019.05
Leather;Gabriel;Rhode Island;9;74.43;951.69;564.34;5079.04
Leather;Gabriel;South Carolina;6;250.76;968.18;580.47;3482.81
Leather;Gabriel;South Dakota;13;71.46;993.45;483.07;6279.89
Leather;Gabriel;Tennessee;14;97.39;971.96;545.72;7640.14
Leather;Gabriel;Texas;9;126.42;936.31;574.09;5166.80
Leather;Gabriel;Utah;8;254.20;868.38;469.03;3752.27
Leather;Gabriel;Vermont;9;22.27;870.73;510.78;4596.98
Leather;Gabriel;Virginia;9;47.42;976.72;433.28;3899.55
Leather;Gabriel;Washington;9;50.77;936.73;485.55;4369.95
Leather;Gabriel;West Virginia;10;126.15;984.72;532.37;5323.74
Leather;Gabriel;Wisconsin;10;185.76;874.09;444.80;4448.02
Leather;Gabriel;Wyoming;7;333.60;949.95;574.75;4023.28
Levy;James;Alabama;13;175.01;974.93;564.18;7334.39
Levy;James;Alaska;9;62.31;995.53;563.94;5075.46
Levy;James;Arizona;10;172.38;977.78;517.88;5178.76
Levy;James;Arkansas;8;77.61;878.91;493.65;3949.19
Levy;James;California;11;140.36;924.86;627.00;6897.05
Levy;James;Colorado;14;142.88;939.07;655.19;9172.68
Levy;James;Connecticut;11;84.75;920.13;494.34;5437.70
Levy;James;Delaware;8;327.82;801.10;519.12;4152.93
Levy;James;Florida;14;77.48;967.28;451.37;6319.17
Levy;James;Georgia;9;28.41;931.62;502.20;4519.78
Levy;James;Hawaii;9;81.96;805.14;410.84;3697.59
Levy;James;Idaho;8;77.34;987.13;581.11;4648.86
Levy;James;Illinois;9;258.29;968.99;649.18;5842.60
Levy;James;Indiana;11;207.60;798.73;541.40;5955.38
Levy;James;Iowa;14;29.35;969.84;564.59;7904.26
Levy;James;Kansas;8;158.99;919.38;650.19;5201.52
Levy;James;Kentucky;13;212.81;978.40;474.33;6166.26
Levy;James;Louisiana;16;90.49;945.99;449.23;7187.76
Levy;James;Maine;7;136.06;978.97;476.38;3334.67
Levy;James;Maryland;15;24.14;952.16;617.39;9260.88
Levy;James;Massachusetts;10;38.17;938.46;486.52;4865.19
Levy;James;Michigan;12;30.57;982.25;477.46;5729.50
Levy;James;Minnesota;10;24.86;895.10;456.67;4566.74
Levy;James;Mississippi;11;51.02;942.50;513.59;5649.52
Levy;James;Missouri;5;632.48;977.41;805.36;4026.79
Levy;James;Montana;6;45.11;893.82;497.54;2985.21
Levy;James;Nebraska;16;91.81;976.04;525.20;8403.26
Levy;James;Nevada;11;54.72;998.17;649.03;7139.32
Levy;James;New Hampshire;13;52.61;944.31;398.64;5182.33
Levy;James;New Jersey;9;77.88;942.48;612.68;5514.15
Levy;James;New Mexico;13;101.98;919.27;582.81;7576.58
Levy;James;New York;8;31.39;886.78;497.98;3983.86
Levy;James;North Carolina;11;44.31;961.07;529.05;5819.60
Levy;James;North Dakota;10;75.79;938.02;635.25;6352.52
Levy;James;Ohio;10;216.38;890.69;529.93;5299.26
Levy;James;Oklahoma;9;204.62;973.38;453.73;4083.56
Levy;James;Oregon;13;145.40;675.65;304.64;3960.35
Levy;James;Pennsylvania;8;55.00;823.17;451.28;3610.28
Levy;James;Rhode Island;12;25.40;824.55;400.59;4807.11
Levy;James;South Carolina;11;60.35;963.24;573.02;6303.22
Levy;James;South Dakota;12;30.85;891.91;455.61;5467.35
Levy;James;Tennessee;10;47.59;991.15;422.04;4220.35
Levy;James;Texas;5;540.34;972.31;749.31;3746.53
Levy;James;Utah;17;67.72;978.19;510.72;8682.18
Levy;James;Vermont;6;132.04;950.10;627.50;3765.02
Levy;James;Virginia;6;500.13;954.19;703.23;4219.40
Levy;James;Washington;10;45.03;975.67;618.84;6188.37
Levy;James;West Virginia;8;52.64;896.95;557.43;4459.43
Levy;James;Wisconsin;6;156.14;734.86;452.85;2717.12
Levy;James;Wyoming;11;38.80;963.95;388.69;4275.62
Lipwick;Agatha;Alabama;5;59.53;959.65;544.12;2720.61
Lipwick;Agatha;Alaska;15;180.62;932.65;632.62;9489.24
Lipwick;Agatha;Arizona;11;150.07;987.52;538.68;5925.52
Lipwick;Agatha;Arkansas;9;62.29;747.81;485.25;4367.21
Lipwick;Agatha;California;10;190.93;975.46;555.63;5556.30
Lipwick;Agatha;Colorado;12;169.88;863.27;533.73;6404.75
Lipwick;Agatha;Connecticut;6;22.67;856.10;348.29;2089.75
Lipwick;Agatha;Delaware;7;61.06;868.93;526.55;3685.85
Lipwick;Agatha;Florida;9;76.54;916.69;404.12;3637.06
Lipwick;Agatha;Georgia;12;56.77;925.95;439.41;5272.87
Lipwick;Agatha;Hawaii;7;259.62;927.93;653.21;4572.47
Lipwick;Agatha;Idaho;6;288.13;959.80;616.93;3701.60
Lipwick;Agatha;Illinois;6;49.39;924.01;359.41;2156.44
Lipwick;Agatha;Indiana;10;319.38;943.54;633.76;6337.60
Lipwick;Agatha;Iowa;16;39.71;976.51;563.54;9016.56
Lipwick;Agatha;Kansas;15;70.66;919.59;483.52;7252.75
Lipwick;Agatha;Kentucky;3;138.03;514.64;283.25;849.75
Lipwick;Agatha;Louisiana;7;220.14;835.91;438.72;3071.02
Lipwick;Agatha;Maine;17;28.85;954.67;563.46;9578.86
Lipwick;Agatha;Maryland;14;37.94;907.49;490.58;6868.15
Lipwick;Agatha;Massachusetts;13;87.58;972.66;549.42;7142.41
Lipwick;Agatha;Michigan;13;210.41;987.17;690.58;8977.51
Lipwick;Agatha;Minnesota;12;341.19;994.98;660.14;7921.70
Lipwick;Agatha;Mississippi;6;20.80;721.25;385.63;2313.79
Lipwick;Agatha;Missouri;11;247.12;940.27;582.74;6410.16
Lipwick;Agatha;Montana;7;584.73;916.01;703.44;4924.07
Lipwick;Agatha;Nebraska;10;115.61;848.47;470.23;4702.32
Lipwick;Agatha;Nevada;10;138.89;861.06;423.37;4233.72
Lipwick;Agatha;New Hampshire;12;93.56;949.59;480.08;5760.90
Lipwick;Agatha;New Jersey;13;63.38;971.78;502.50;6532.53
Lipwick;Agatha;New Mexico;8;93.80;904.12;557.40;4459.17
Lipwick;Agatha;New York;9;53.12;888.46;523.03;4707.24
Lipwick;Agatha;North Carolina;8;199.83;792.54;457.35;3658.77
Lipwick;Agatha;North Dakota;10;75.54;857.84;496.24;4962.37
Lipwick;Agatha;Ohio;8;49.10;990.94;486.30;3890.38
Lipwick;Agatha;Oklahoma;10;82.96;926.89;505.44;5054.43
Lipwick;Agatha;Oregon;10;132.55;803.85;455.70;4556.96
Lipwick;Agatha;Pennsylvania;6;36.06;898.65;382.56;2295.33
Lipwick;Agatha;Rhode Island;5;128.52;805.84;556.49;2782.44
Lipwick;Agatha;South Carolina;12;36.35;951.46;469.69;5636.27
Lipwick;Agatha;South Dakota;8;238.01;966.26;588.86;4710.87
Lipwick;Agatha;Tennessee;8;160.44;845.73;479.89;3839.11
Lipwick;Agatha;Texas;9;46.52;888.22;557.41;5016.69
Lipwick;Agatha;Utah;5;108.53;817.12;472.06;2360.30
Lipwick;Agatha;Vermont;14;44.59;997.03;537.62;7526.73
Lipwick;Agatha;Virginia;9;74.26;941.44;516.91;4652.15
Lipwick;Agatha;Washington;10;20.48;926.87;458.60;4585.99
Lipwick;Agatha;West Virginia;12;125.90;934.25;521.05;6252.57
Lipwick;Agatha;Wisconsin;13;41.72;957.00;593.47;7715.08
Lipwick;Agatha;Wyoming;4;181.39;740.71;482.57;1930.27
Lique;Leonardo;Alabama;10;24.64;829.60;375.20;3751.99
Lique;Leonardo;Alaska;6;36.97;892.38;471.02;2826.14
Lique;Leonardo;Arizona;7;25.37;889.82;500.90;3506.32
Lique;Leonardo;Arkansas;14;106.35;863.00;450.41;6305.67
Lique;Leonardo;California;10;185.99;933.44;447.18;4471.84
Lique;Leonardo;Colorado;12;28.11;953.66;531.65;6379.78
Lique;Leonardo;Connecticut;10;26.04;812.97;418.09;4180.92
Lique;Leonardo;Delaware;12;44.24;818.24;383.20;4598.36
Lique;Leonardo;Florida;10;63.79;935.86;425.33;4253.26
Lique;Leonardo;Georgia;6;168.42;897.71;569.64;3417.81
Lique;Leonardo;Hawaii;14;124.37;991.17;555.34;7774.82
Lique;Leonardo;Idaho;10;35.40;896.17;432.77;4327.70
Lique;Leonardo;Illinois;3;296.26;349.51;324.82;974.45
Lique;Leonardo;Indiana;10;56.56;915.16;608.47;6084.71
Lique;Leonardo;Iowa;7;42.76;954.48;492.21;3445.46
Lique;Leonardo;Kansas;10;101.35;893.88;526.16;5261.55
Lique;Leonardo;Kentucky;11;36.33;847.07;391.37;4305.11
Lique;Leonardo;Louisiana;14;35.71;910.09;490.82;6871.44
Lique;Leonardo;Maine;14;33.58;916.42;375.81;5261.35
Lique;Leonardo;Maryland;6;150.53;949.74;549.71;3298.27
Lique;Leonardo;Massachusetts;13;52.52;954.45;592.22;7698.91
Lique;Leonardo;Michigan;10;48.72;986.53;444.20;4442.04
Lique;Leonardo;Minnesota;13;26.06;933.38;312.75;4065.79
Lique;Leonardo;Mississippi;9;129.49;986.05;459.97;4139.73
Lique;Leonardo;Missouri;5;117.61;988.68;544.72;2723.60
Lique;Leonardo;Montana;9;171.37;907.37;622.07;5598.66
Lique;Leonardo;Nebraska;13;59.40;982.84;572.57;7443.38
Lique;Leonardo;Nevada;6;362.04;942.68;621.85;3731.12
Lique;Leonardo;New Hampshire;18;99.48;936.52;608.98;10961.55
Lique;Leonardo;New Jersey;10;66.14;927.00;536.04;5360.38
Lique;Leonardo;New Mexico;14;307.56;895.25;700.55;9807.67
Lique;Leonardo;New York;11;37.92;989.76;526.38;5790.15
Lique;Leonardo;North Carolina;11;59.97;931.46;405.80;4463.82
Lique;Leonardo;North Dakota;11;450.38;963.56;719.12;7910.30
Lique;Leonardo;Ohio;4;532.69;946.66;704.57;2818.28
Lique;Leonardo;Oklahoma;15;79.95;998.58;580.68;8710.26
Lique;Leonardo;Oregon;12;50.32;958.97;481.62;5779.46
Lique;Leonardo;Pennsylvania;5;317.11;946.48;632.50;3162.49
Lique;Leonardo;Rhode Island;9;93.21;997.44;580.99;5228.90
Lique;Leonardo;South Carolina;8;189.87;943.90;480.81;3846.46
Lique;Leonardo;South Dakota;11;119.21;850.72;375.45;4129.91
Lique;Leonardo;Tennessee;9;288.03;884.87;568.53;5116.76
Lique;Leonardo;Texas;7;314.43;969.94;692.72;4849.04
Lique;Leonardo;Utah;17;23.59;988.10;442.54;7523.11
Lique;Leonardo;Vermont;9;336.90;919.14;660.68;5946.08
Lique;Leonardo;Virginia;9;205.93;760.93;414.47;3730.23
Lique;Leonardo;Washington;10;197.95;956.16;588.98;5889.79
Lique;Leonardo;West Virginia;9;141.60;992.22;540.76;4866.81
Lique;Leonardo;Wisconsin;12;229.41;836.61;587.27;7047.29
Lique;Leonardo;Wyoming;6;179.98;867.56;476.81;2860.88
Littleton;Joseph;Alabama;15;250.71;946.86;592.68;8890.17
Littleton;Joseph;Alaska;9;304.58;963.63;585.52;5269.67
Littleton;Joseph;Arizona;10;86.28;951.96;435.00;4349.98
Littleton;Joseph;Arkansas;12;98.49;777.41;448.82;5385.86
Littleton;Joseph;California;8;70.55;678.15;371.32;2970.52
Littleton;Joseph;Colorado;13;104.49;953.42;585.41;7610.30
Littleton;Joseph;Connecticut;10;123.98;979.85;668.05;6680.52
Littleton;Joseph;Delaware;11;146.39;798.45;463.45;5097.95
Littleton;Joseph;Florida;15;224.99;980.37;590.75;8861.31
Littleton;Joseph;Georgia;10;204.57;983.13;607.61;6076.09
Littleton;Joseph;Hawaii;20;221.87;930.75;567.47;11349.37
Littleton;Joseph;Idaho;10;37.50;982.93;521.91;5219.13
Littleton;Joseph;Illinois;12;34.78;860.09;400.15;4801.83
Littleton;Joseph;Indiana;13;75.93;977.89;517.35;6725.53
Littleton;Joseph;Iowa;8;77.95;995.00;432.48;3459.85
Littleton;Joseph;Kansas;4;201.01;597.02;435.60;1742.42
Littleton;Joseph;Kentucky;14;55.55;994.98;477.20;6680.79
Littleton;Joseph;Louisiana;13;21.58;943.90;445.75;5794.79
Littleton;Joseph;Maine;10;22.79;953.31;500.18;5001.84
Littleton;Joseph;Maryland;9;113.84;988.14;586.50;5278.48
Littleton;Joseph;Massachusetts;6;472.30;997.68;671.59;4029.53
Littleton;Joseph;Michigan;9;204.38;773.10;423.99;3815.92
Littleton;Joseph;Minnesota;4;332.26;871.49;640.72;2562.88
Littleton;Joseph;Mississippi;12;59.68;919.03;530.54;6366.44
Littleton;Joseph;Missouri;9;225.62;901.49;473.75;4263.74
Littleton;Joseph;Montana;13;51.44;999.12;525.72;6834.30
Littleton;Joseph;Nebraska;11;42.14;921.82;444.76;4892.32
Littleton;Joseph;Nevada;9;272.43;885.37;530.57;4775.13
Littleton;Joseph;New Hampshire;7;133.36;668.38;425.48;2978.38
Littleton;Joseph;New Jersey;7;102.35;724.11;387.58;2713.08
Littleton;Joseph;New Mexico;7;90.34;715.68;458.35;3208.46
Littleton;Joseph;New York;11;86.73;979.84;451.45;4965.99
Littleton;Joseph;North Carolina;12;158.34;889.97;478.16;5737.87
Littleton;Joseph;North Dakota;12;26.30;726.14;440.78;5289.40
Littleton;Joseph;Ohio;10;153.41;924.68;535.38;5353.83
Littleton;Joseph;Oklahoma;7;224.82;990.46;430.29;3012.02
Littleton;Joseph;Oregon;11;111.24;997.65;561.45;6175.99
Littleton;Joseph;Pennsylvania;12;92.33;906.34;627.72;7532.66
Littleton;Joseph;Rhode Island;14;22.64;953.88;464.16;6498.25
Littleton;Joseph;South Carolina;13;36.38;964.95;458.01;5954.15
Littleton;Joseph;South Dakota;14;175.60;956.21;573.44;8028.12
Littleton;Joseph;Tennessee;17;74.37;982.79;511.49;8695.41
Littleton;Joseph;Texas;7;69.50;916.30;491.02;3437.15
Littleton;Joseph;Utah;8;150.43;914.10;565.17;4521.33
Littleton;Joseph;Vermont;11;114.53;889.51;473.60;5209.58
Littleton;Joseph;Virginia;10;49.24;950.27;535.22;5352.18
Littleton;Joseph;Washington;8;373.42;958.33;626.62;5012.93
Littleton;Joseph;West Virginia;9;60.55;821.00;403.45;3631.03
Littleton;Joseph;Wisconsin;16;32.56;999.58;645.62;10329.98
Littleton;Joseph;Wyoming;8;392.80;997.23;767.99;6143.93
Lloyd;Frederick;Alabama;9;137.22;971.99;480.36;4323.20
Lloyd;Frederick;Alaska;8;160.92;639.71;416.25;3329.98
Lloyd;Frederick;Arizona;9;22.53;804.37;368.86;3319.77
Lloyd;Frederick;Arkansas;3;64.59;425.81;248.53;745.58
Lloyd;Frederick;California;9;23.37;902.83;511.61;4604.53
Lloyd;Frederick;Colorado;12;28.02;964.33;422.34;5068.14
Lloyd;Frederick;Connecticut;8;42.86;737.31;369.12;2953.00
Lloyd;Frederick;Delaware;4;216.67;529.10;333.55;1334.19
Lloyd;Frederick;Florida;10;143.12;870.35;536.44;5364.35
Lloyd;Frederick;Georgia;7;338.78;921.84;674.22;4719.55
Lloyd;Frederick;Hawaii;14;56.52;877.88;480.25;6723.49
Lloyd;Frederick;Idaho;8;195.40;886.32;491.56;3932.44
Lloyd;Frederick;Illinois;8;136.96;999.01;509.13;4073.05
Lloyd;Frederick;Indiana;14;140.19;874.47;503.87;7054.16
Lloyd;Frederick;Iowa;3;288.73;794.24;593.18;1779.53
Lloyd;Frederick;Kansas;10;87.52;915.55;413.89;4138.90
Lloyd;Frederick;Kentucky;9;75.07;944.41;445.26;4007.38
Lloyd;Frederick;Louisiana;15;20.38;887.64;476.85;7152.79
Lloyd;Frederick;Maine;8;194.44;829.23;558.84;4470.76
Lloyd;Frederick;Maryland;11;79.05;879.54;520.65;5727.20
Lloyd;Frederick;Massachusetts;8;95.63;756.44;448.91;3591.27
Lloyd;Frederick;Michigan;12;44.89;860.56;478.80;5745.64
Lloyd;Frederick;Minnesota;12;42.33;974.26;556.74;6680.93
Lloyd;Frederick;Mississippi;8;54.63;668.03;350.87;2806.99
Lloyd;Frederick;Missouri;5;354.54;806.83;603.59;3017.94
Lloyd;Frederick;Montana;14;190.20;935.22;560.33;7844.57
Lloyd;Frederick;Nebraska;9;21.42;933.32;450.17;4051.53
Lloyd;Frederick;Nevada;11;160.28;995.97;595.64;6552.08
Lloyd;Frederick;New Hampshire;13;148.25;940.71;493.74;6418.57
Lloyd;Frederick;New Jersey;4;131.24;902.06;656.17;2624.67
Lloyd;Frederick;New Mexico;4;155.59;736.97;458.88;1835.53
Lloyd;Frederick;New York;12;199.11;935.56;514.73;6176.81
Lloyd;Frederick;North Carolina;13;25.93;776.25;423.56;5506.28
Lloyd;Frederick;North Dakota;13;66.58;935.87;533.72;6938.40
Lloyd;Frederick;Ohio;9;28.83;942.53;548.09;4932.82
Lloyd;Frederick;Oklahoma;14;251.03;985.02;761.90;10666.58
Lloyd;Frederick;Oregon;7;30.77;950.73;595.04;4165.25
Lloyd;Frederick;Pennsylvania;9;226.80;957.14;526.75;4740.77
Lloyd;Frederick;Rhode Island;7;42.49;883.33;566.26;3963.83
Lloyd;Frederick;South Carolina;8;45.38;842.76;533.49;4267.95
Lloyd;Frederick;South Dakota;12;161.00;871.87;555.58;6666.98
Lloyd;Frederick;Tennessee;14;136.57;924.54;558.13;7813.80
Lloyd;Frederick;Texas;10;102.41;994.81;614.81;6148.09
Lloyd;Frederick;Utah;11;171.00;810.69;488.46;5373.10
Lloyd;Frederick;Vermont;6;166.23;798.98;492.68;2956.09
Lloyd;Frederick;Virginia;10;88.67;966.26;537.10;5371.01
Lloyd;Frederick;Washington;3;187.55;911.13;561.51;1684.54
Lloyd;Frederick;West Virginia;7;256.26;851.23;588.42;4118.93
Lloyd;Frederick;Wisconsin;9;105.07;956.19;604.79;5443.11
Lloyd;Frederick;Wyoming;12;221.51;903.57;509.37;6112.43
Lord;Gordon;Alabama;13;90.45;764.80;296.14;3849.82
Lord;Gordon;Alaska;5;471.29;969.11;773.03;3865.15
Lord;Gordon;Arizona;10;46.69;951.83;438.30;4382.97
Lord;Gordon;Arkansas;6;124.60;996.62;543.83;3263.00
Lord;Gordon;California;12;38.73;992.30;475.52;5706.19
Lord;Gordon;Colorado;16;33.25;982.17;508.34;8133.42
Lord;Gordon;Connecticut;10;75.61;985.75;511.90;5119.04
Lord;Gordon;Delaware;18;45.69;966.92;647.58;11656.44
Lord;Gordon;Florida;7;20.95;781.01;334.90;2344.32
Lord;Gordon;Georgia;6;152.46;918.98;584.30;3505.83
Lord;Gordon;Hawaii;8;42.49;992.26;498.62;3988.95
Lord;Gordon;Idaho;5;544.35;931.64;737.53;3687.67
Lord;Gordon;Illinois;10;57.77;956.85;440.41;4404.09
Lord;Gordon;Indiana;16;146.79;994.78;571.98;9151.62
Lord;Gordon;Iowa;7;69.09;875.27;553.24;3872.65
Lord;Gordon;Kansas;12;200.53;756.04;483.78;5805.38
Lord;Gordon;Kentucky;12;57.77;918.02;426.35;5116.19
Lord;Gordon;Louisiana;8;414.78;841.75;605.54;4844.31
Lord;Gordon;Maine;13;74.63;956.71;536.74;6977.58
Lord;Gordon;Maryland;2;44.05;697.01;370.53;741.06
Lord;Gordon;Massachusetts;10;219.68;889.50;627.41;6274.05
Lord;Gordon;Michigan;10;110.81;908.43;522.46;5224.57
Lord;Gordon;Minnesota;9;110.80;969.50;495.08;4455.71
Lord;Gordon;Mississippi;12;40.67;791.80;410.12;4921.49
Lord;Gordon;Missouri;6;172.44;415.25;301.09;1806.54
Lord;Gordon;Montana;17;54.60;985.72;585.00;9944.96
Lord;Gordon;Nebraska;7;389.68;956.87;645.64;4519.45
Lord;Gordon;Nevada;11;61.97;953.26;434.66;4781.30
Lord;Gordon;New Hampshire;11;31.38;916.59;503.78;5541.58
Lord;Gordon;New Jersey;16;31.62;909.06;524.95;8399.25
Lord;Gordon;New Mexico;12;73.93;972.95;405.04;4860.47
Lord;Gordon;New York;6;483.36;976.65;677.46;4064.78
Lord;Gordon;North Carolina;10;42.77;800.20;476.59;4765.88
Lord;Gordon;North Dakota;8;340.36;731.56;571.22;4569.79
Lord;Gordon;Ohio;8;129.56;997.60;602.87;4822.92
Lord;Gordon;Oklahoma;6;141.51;857.54;486.27;2917.65
Lord;Gordon;Oregon;13;169.21;908.96;565.91;7356.89
Lord;Gordon;Pennsylvania;4;304.24;555.70;422.47;1689.87
Lord;Gordon;Rhode Island;17;46.58;994.96;543.63;9241.79
Lord;Gordon;South Carolina;6;105.13;997.98;645.66;3873.98
