CustomerID;CustomerState;CustomerSurname;CustomerFirstname;NumberOfEmployees
10248;Nebraska;Lund;Jimmy;10
15606;Nebraska;Macaluso;Rick Nmi;4
2967;Nebraska;Mackin;Luisa;4
14734;Nebraska;Madlener;Liam;5
369;Nebraska;Maestas;Rudolph;5
998;Nebraska;Mahan;Neioa;5
15196;Nebraska;Maier;Elmer;7
19091;Nebraska;Makris;Tyler;3
11137;Nebraska;Mallory;Annabel;3
17208;Nebraska;Manakoff;Mohammad;4
16141;Nebraska;Mandonado;Branna;4
16209;Nebraska;Marrone;Shih-yin;4
17702;Nebraska;Marthay;Kathryn;3
3616;Nebraska;Mathew;Jerry;7
6334;Nebraska;Mathews;Elsabel;6
14966;Nebraska;Matson;Billilyn;6
15480;Nebraska;Mattice;Winifred;4
9490;Nebraska;Maxham;Lige;4
3955;Nebraska;McCarty;Bridgette;7
18815;Nebraska;McClease;Sheila;5
17232;Nebraska;McNerny;Bob;6
6033;Nebraska;Mccoy;Sonny;6
7189;Nebraska;Mcintire;Neal;5
2600;Nebraska;Mcveigh;Beverly;6
5459;Nebraska;Meastas;Herold;6
16763;Nebraska;Mehaffy;C. James;3
19034;Nebraska;Melle;Minnie;4
14263;Nebraska;Michaels;Jan;4
1125;Nebraska;Mighaud;Nellie Jean;6
12008;Nebraska;Mignogna;Nica;3
15939;Nebraska;Mikalas;Dottie;2
3180;Nebraska;Miner;Petrina;11
9580;Nebraska;Mixon;Ada;5
277;Nebraska;Mixon;Steven;9
19748;Nebraska;Moberly;Macario;1
2015;Nebraska;Moening;Beath;6
8520;Nebraska;Moening;Marin;9
15012;Nebraska;Mohlenbrok;Carla;3
17382;Nebraska;Moncrieff;Jeanene;6
2373;Nebraska;Moreland;Danette;4
8404;Nebraska;Morris;Hillaine;4
9782;Nebraska;Morrow;Barbara Ann;5
17458;Nebraska;Morton;M. Doyle;4
19146;Nebraska;Munsi;Lee;5
18982;Nebraska;Munson;Amalia;5
10637;Nebraska;Neff;Margorie;3
11118;Nebraska;Neill;Lorelei;4
18630;Nebraska;Nix;Pamela;3
13266;Nebraska;OGrady;Lorence;2
15202;Nebraska;Osborn;Saje;3
8077;Nebraska;Pabrislo;Diamonte;5
10726;Nebraska;Pacheco;Gretel;6
10261;Nebraska;Pancoast;Saundra;7
8024;Nebraska;Pastor;Romeo;8
15937;Nebraska;Payne;Theodore;2
2054;Nebraska;Perrin;Alesia;8
9438;Nebraska;Perry;Brandon;4
14931;Nebraska;Pickford;L. Troy;4
11942;Nebraska;Pinkston;Wellington;6
10424;Nebraska;Piserchio;Edie;3
15160;Nebraska;Pressnitz;Zoey;9
18206;Nebraska;Prutch;Yaakov;2
7263;Nebraska;Pugh;Martha;9
8683;Nebraska;Pursley;Caroline;1
428;Nebraska;Pyle;Duane;10
2999;Nebraska;Quintan;S. Inga;6
13108;Nebraska;Quintero;Delia;3
6895;Nebraska;Ranch;Mattie;1
10336;Nebraska;Rankin;Buck;4
17233;Nebraska;Raye;Maggie;3
9305;Nebraska;Reardon;April;5
16601;Nebraska;Redmer;Lorena;4
2636;Nebraska;Reyno;Adelaide;8
13789;Nebraska;Richendollar;Raymond;7
9378;Nebraska;Rickert;Vivian;4
1538;Nebraska;Riley;Jack;4
28;Nebraska;Rohrs;Kamela;4
12472;Nebraska;Romig;Shih-yin;8
6791;Nebraska;Rosemont;Inge;3
18558;Nebraska;Saeedi;Abdullah;4
18091;Nebraska;Sage;Bobby;7
18778;Nebraska;Sandoval, Jr.;Ronny;4
13056;Nebraska;Santry;Modesto;6
9918;Nebraska;Sawyer;Lona;4
3328;Nebraska;Saxton;Evelyn;4
18399;Nebraska;Scharf;Mario;1
3707;Nebraska;Schimanski;Lea;8
723;Nebraska;Schmitt;Birdie;5
14493;Nebraska;Schrech;Mario;5
6916;Nebraska;Schrock;Lisa;5
15533;Nebraska;Setter;Lutgardis;6
10058;Nebraska;Shehorn;Rama;4
18478;Nebraska;Sheldon;Talmadge;4
2085;Nebraska;Shoemaker;Claire;4
16091;Nebraska;Siegman;Hilario;3
2982;Nebraska;Sillstrop;Je;6
3827;Nebraska;Silsby;Esther;2
16533;Nebraska;Simmers;R. Morgan;3
7343;Nebraska;Skelly;Dyanna;5
8027;Nebraska;Sladnick;April;6
17352;Nebraska;Slominski;Mohammad;5
12947;Nebraska;Small;Philomina;3
1780;Nebraska;Snodgrass;Dylan;4
7600;Nebraska;Snodgrass;Shaneen;3
1386;Nebraska;Soffa;Suzann;3
7730;Nebraska;Soldan;Gregg;3
5557;Nebraska;Sorci;Eleanor;2
6520;Nebraska;Sousa;Josetta;9
13495;Nebraska;Speaks;Brenda;5
14123;Nebraska;Speck;Maryan;8
7906;Nebraska;Spinuzzi;Everett;10
18527;Nebraska;Spolasso;Raymonde;5
11392;Nebraska;St. Peter;Merced;5
9969;Nebraska;Stahl;Kara;7
6965;Nebraska;Staley;Darren;3
17925;Nebraska;Steinberg;Neva;3
7431;Nebraska;Stenberg;Liora;5
11920;Nebraska;Stengel;Medra;5
5162;Nebraska;Steuber;Helena;5
4312;Nebraska;Stobber;Leda;6
9226;Nebraska;Strauch;Ernest;6
1021;Nebraska;Stulass;Stacey;7
1116;Nebraska;Stultz;Colette;4
7296;Nebraska;Styers;Lelia;2
7691;Nebraska;Sweazey;Opal;4
4362;Nebraska;Swindler;Carolina;6
16778;Nebraska;Switzer;Kamela;6
7593;Nebraska;Tabor;Louie;3
6756;Nebraska;Taraska;Heidi;6
9674;Nebraska;Tato;Nicolette;6
10178;Nebraska;Tatsch;Arline;5
15327;Nebraska;Telfer;Morrie;3
869;Nebraska;Theriault;Karen;12
11136;Nebraska;Thiessen;Wilbert;3
17777;Nebraska;Tilford;Robbie;3
13507;Nebraska;Tingey;Herold;5
17567;Nebraska;Tonti;Ahmadzai;4
17833;Nebraska;Toot;Patrice;1
6251;Nebraska;Tourte;Nellie;5
1222;Nebraska;Triebel;Zelda;7
2225;Nebraska;Trolen;Bruno;7
11374;Nebraska;Tschann;Kathy;5
17629;Nebraska;Tsudama;Coba;3
14256;Nebraska;Tu;Trevor;2
4052;Nebraska;Turley;Brandi;5
12233;Nebraska;Udovich;Alicia;8
19452;Nebraska;Utne;Andres;2
6687;Nebraska;Valdivia;Cary;4
4529;Nebraska;Valle;Eduardo;4
5611;Nebraska;Van Ness;Mary Anne;7
10225;Nebraska;Van Zandt;RitaIva;7
18379;Nebraska;Vanderlinden;Maeve;4
8109;Nebraska;Vansdal;H. Patrick;4
17716;Nebraska;Vanzwol;Eve;4
10231;Nebraska;Vellos;Annabel;5
8159;Nebraska;Venable;Bruce;8
6074;Nebraska;Vervalin;Betsy;4
9568;Nebraska;Villamar;Elydia;5
8390;Nebraska;Vincent;Cornelius;2
537;Nebraska;Vlass;Nicole;8
12749;Nebraska;Waggoner;Vince;3
15822;Nebraska;Wallach;Rusty;3
13707;Nebraska;Wan;Maudlyn;6
7165;Nebraska;Ward;Sharla;10
15134;Nebraska;Wardle;Ewing;4
3964;Nebraska;Warfield;Konie;4
7025;Nebraska;Warner;Danette;4
9310;Nebraska;Welch;Rich;7
1884;Nebraska;Welden;Brittney;5
16086;Nebraska;Wescott;Carl;7
1787;Nebraska;Wessels;Hoa;4
9841;Nebraska;West;Jewel;7
3929;Nebraska;Westall;F.;2
2838;Nebraska;Westfall;Kathleen;5
15205;Nebraska;Wharton;Stacie;7
15887;Nebraska;Willis;M. Patricia;1
19805;Nebraska;Wirth;Enid;1
2319;Nebraska;Wolcott;Elena;10
18928;Nebraska;Wong;Raj;4
12582;Nebraska;Wysocki;Gladys;7
3693;Nebraska;Yielding;Odin;4
9705;Nebraska;Younkin;Raj;7
2735;Nebraska;Zakerski;H. Coleman;3
6506;Nebraska;Zancanaros;Deirdre Susan;7
5913;Nebraska;Zape;Doyle;7
19925;Nebraska;Ziegelman;Sange;1
12775;Nebraska;Zilen;M. Stephen;5
19041;Nevada;Ackerman;Roseli;3
18755;Nevada;Aguilliar;V. Diane;3
2467;Nevada;Aigaki;Roberta;6
14121;Nevada;Allen;Sylvester;4
5463;Nevada;Alpuerto;Josephine;10
18327;Nevada;Alumbaugh;Irma;3
5745;Nevada;Amato;Brigid;4
6826;Nevada;Ancheta;Allison;7
17212;Nevada;Anderson;Blain;5
16532;Nevada;Andrade;Kiki;6
693;Nevada;Andrews;Kiel;7
1565;Nevada;Angypas;Marloe;10
7288;Nevada;Antonio;Lisa;5
1154;Nevada;Aplanalp;Pamala;6
7390;Nevada;Aquino;Bertram;7
12835;Nevada;Argenal;Rachel;3
4368;Nevada;Avaloz, Jr.;Matthew;5
15150;Nevada;Azcarate;Patt;2
12709;Nevada;Bagby;Jacqeline;6
8306;Nevada;Baharian;Virtudes;4
2362;Nevada;Baltazor;Frances;2
12606;Nevada;Barbarino;Marshall;7
18962;Nevada;Barrett;Leoncio;1
461;Nevada;Batten;Danita;6
7285;Nevada;Baumann;Mabel;7
19191;Nevada;Bay;Sharla;2
17088;Nevada;Bayol;Luis;2
14274;Nevada;Beaver;Virginia;4
3073;Nevada;Becher;Jason;6
7031;Nevada;Behnke;Aaron;6
1200;Nevada;Beller;Leota;3
18120;Nevada;Benda;Edgar;6
9881;Nevada;Benefiel;Georgeane;2
7607;Nevada;Beresford;Boaz;5
19795;Nevada;Berg;Kyrstin;1
16759;Nevada;Beveridge;Niki;4
7758;Nevada;Biltoft;Anna Maria;7
17476;Nevada;Binkley;Parmer;7
9536;Nevada;Bittel;Lelia;7
3051;Nevada;Blakeborough;Siu Ping;4
11450;Nevada;Blakely;Don;9
9048;Nevada;Blechle;Shenna;7
6;Nevada;Bliss;Marinell;5
279;Nevada;Bloomberg;Merrill;8
4322;Nevada;Bolstad;Alex;5
7572;Nevada;Bolton;D. Teddie;7
965;Nevada;Borton;Marianna;9
5480;Nevada;Bostick;Morrie;5
11101;Nevada;Boston;Ross;3
5589;Nevada;Bouchard;Charlemagne;7
13201;Nevada;Boyle;Freda;3
1404;Nevada;Bradley;Raj;9
18889;Nevada;Branson;Brent;2
8930;Nevada;Braunlich;Bryant;7
10792;Nevada;Breen;Mario;8
11415;Nevada;Brekke;Sharla;6
4385;Nevada;Bremer;Raja;4
158;Nevada;Brian;Cristobal;4
16678;Nevada;Bryan;Charlotte;3
15023;Nevada;Budlong;J. Brent;4
6730;Nevada;Bueno;Dawn;5
13871;Nevada;Buerger;Verdis;6
1304;Nevada;Bukias;Dolores;8
11400;Nevada;Burchette;Alisha;6
14609;Nevada;Burgh;Clarence;4
3534;Nevada;Burrell;Karl;10
10192;Nevada;Burris;Frazier;4
7950;Nevada;Burtis;Hoai;3
19545;Nevada;Buxton;Brigid;1
802;Nevada;Calicura;Otilia;10
5230;Nevada;Calkins;Tanya;11
5693;Nevada;Campanelli;Tricia;8
659;Nevada;Campos;Jan;9
10983;Nevada;Cardas;Angel;3
18578;Nevada;Carlock;Daisy;3
13689;Nevada;Carrier;Lelia;4
2823;Nevada;Carter;Russ;7
674;Nevada;Casbon;Hakma;3
1402;Nevada;Case;Molly;7
899;Nevada;Castorena;Tish;5
13037;Nevada;Catalano;Mack;3
9582;Nevada;Cathey;Monique;5
2344;Nevada;Cathey;Yao-chun;2
1156;Nevada;Cetin;Nordyn;7
6319;Nevada;Chalmers;Markeaus;5
18087;Nevada;Chandler;Erelyn;5
9642;Nevada;Chard;T. Claire;2
12793;Nevada;Charlesworth;Wendy;3
14665;Nevada;Chorbajian;Veda;6
15791;Nevada;Christoff;Kyndra;7
4970;Nevada;Cichon;Suzette;4
6545;Nevada;Clement;Tauni;4
14779;Nevada;Clott;Caryl;1
7763;Nevada;Coffey;L. Albert;10
4251;Nevada;Cogswell;Cyndy;7
9280;Nevada;Collins;Ella;7
7375;Nevada;Comden;Corrina;7
11650;Nevada;Conness;Opal;3
13483;Nevada;Corwin;Glenys;7
9654;Nevada;Cottle;Petrina;5
17310;Nevada;Craft;Carl;1
19654;Nevada;Crosby;Garrett;3
2894;Nevada;Cruya;Layla;8
7287;Nevada;Dalsaso;Tuyet;6
7316;Nevada;Dandurand;Suzanne;3
177;Nevada;David;Frankie;6
17872;Nevada;Deacon;Willadean;3
14812;Nevada;Debelak;Mitchell;7
16936;Nevada;Deborde;Doris;4
10200;Nevada;Degroot;Vance;5
18310;Nevada;Dennis;Shawn;4
17565;Nevada;Desai;Ellis;6
7244;Nevada;Desandre;Barri;4
8038;Nevada;Desloover;Leticia;4
3585;Nevada;Donnelly;Juan;7
8863;Nevada;Dore;Josephine Joanne A;5
9055;Nevada;Dorrell;Candius;9
14355;Nevada;Duran;Gina;9
17482;Nevada;Dykstra;Kathleen (Kay);1
19508;Nevada;Dysart;Consuelo;4
18661;Nevada;Eason;Jules;5
14613;Nevada;Eckley;Patrick;5
17969;Nevada;Enlow;Amalie;5
1617;Nevada;Erickson;Kirk;9
1872;Nevada;Espinosa;Brradley;5
18365;Nevada;Esquibel;Steve;3
14731;Nevada;Ewy;Danae;5
3459;Nevada;Falsetta;Richard (Chris);6
12532;Nevada;Farbo;Josh;7
8928;Nevada;Fien;Barbara Ann;6
10236;Nevada;Fitts;Amato;3
11623;Nevada;Formanek;Jan;7
15913;Nevada;Forsyth;Erre;9
17965;Nevada;Freeman;Marina;2
9139;Nevada;Fulton;Joan;6
18705;Nevada;Fultone;Art;6
15323;Nevada;Fults;Gertrude;2
4350;Nevada;Gabriel;Delfino;4
18137;Nevada;Gagnon;Arabelle;2
4958;Nevada;Gancel;Ernest;6
4189;Nevada;Gannon;Bryant;5
11330;Nevada;Gaya;Jose;4
6609;Nevada;Gayheart;Brandy;6
7517;Nevada;Gayheart;Josephine Joanne A;3
19063;Nevada;Geiermann;Suzy;2
6720;Nevada;Genara;Latoya;6
19076;Nevada;Gladhdish;Hubert;2
11449;Nevada;Glassman;Vangie;4
5878;Nevada;Godoy;Korri;11
14996;Nevada;Goldblatt;Tonya;3
15190;Nevada;Gould;Eveline;5
11227;Nevada;Gram;Meagan;6
16743;Nevada;Harmon;Randee;1
16698;Nevada;Harth;M. Stephen;4
18536;Nevada;Hartvickson;Teong;2
17643;Nevada;Hauser;Elaine;2
725;Nevada;Haynes;Doralee;4
8102;Nevada;Hazlett;Ruth;3
10442;Nevada;Heaton;Shirley;3
7020;Nevada;Heinz;Tori;6
7501;Nevada;Henrickson;Harvey;10
14093;Nevada;Henriques;Mary Katherine;3
17674;Nevada;Hewton, Sr.;Wilbur;3
6231;Nevada;Heyer;R. Kay;3
6758;Nevada;Highsmith;Allan;6
17149;Nevada;Hijar;Elsabel;4
5222;Nevada;Hinzman;Britton;2
4858;Nevada;Holford;Dyanna;9
605;Nevada;Holmberg;Deanna;2
14489;Nevada;Horvat;Yaakov;2
18798;Nevada;Howard;Royanne;5
11897;Nevada;Howley;F.;3
16347;Nevada;Hsieh;Louella;5
18615;Nevada;Humphrey;Ali;3
3356;Nevada;Huq;Lyla;7
2297;Nevada;Jacobs;Kirk;4
14518;Nevada;Jarnagin;Kasandra;7
1989;Nevada;Jarnagin;Willis;7
477;Nevada;Jarvis;Arden;6
2480;Nevada;Jersin;G. Barry;7
13206;Nevada;Jesser;Bambi;4
4223;Nevada;Jobe;Dick;5
12741;Nevada;Judnich;Miggs;4
8366;Nevada;Kabbes;Karlee;6
15978;Nevada;Kaffer;Lydia;5
16704;Nevada;Kartus;Josh;3
5131;Nevada;Kartus;Kathi;7
15104;Nevada;Kellen;Lyle;5
19021;Nevada;Kerr;Je;3
1570;Nevada;Ketchum;Cindy;6
9389;Nevada;Kettenring;H.;8
1711;Nevada;Khan;Teresa;7
16632;Nevada;Kimbell;Vartkes;4
12171;Nevada;Kirschner;Vance;5
17174;Nevada;Klein;Alexandro;3
12718;Nevada;Kneipple;Beatrix;4
8685;Nevada;Knutson;Lisa;7
7344;Nevada;Koblinski;Jeanni;3
8082;Nevada;Koltay;Norman;1
13549;Nevada;Kouba;Shyla;8
12170;Nevada;Krug;Herman;5
19155;Nevada;Krug;Kurt;3
12818;Nevada;Kryway;Erma;2
8859;Nevada;La Monica;Cathleen;6
9949;Nevada;Landauer;Sonja;3
2460;Nevada;Lansing;Perinda;5
15538;Nevada;Latham;Deanne;8
5396;Nevada;Laue;Emma Lou;5
19574;Nevada;Lay;Hyman;3
4635;Nevada;Lease;Miriam;4
8406;Nevada;Leasman;Norita;7
1582;Nevada;Lechter;Perpetua;3
13425;Nevada;Leske;Elva;3
11812;Nevada;Leske;Maryjane;3
9647;Nevada;Lessum;Jan;6
8191;Nevada;Levine;L. Paul;5
4447;Nevada;Lima;Larry;4
17738;Nevada;Lindberg;Elaine;2
16852;Nevada;Logsdon;Douglas;2
18117;Nevada;Longstreet;Reeda;1
19300;Nevada;Lorenzen;Lowell;3
10127;Nevada;Lowery;Fannye;5
1311;Nevada;Luks;Mereeda;9
19266;Nevada;Lyeba;Elva;2
13889;Nevada;Mabe;Annemarie;5
9669;Nevada;Mahrous;Luann;5
1037;Nevada;Mancini;Ronny;4
8152;Nevada;Marchese;Son;10
4691;Nevada;Marcus;Alicia;8
5118;Nevada;Marino;Gautam;8
13966;Nevada;Marmaro;Betty;4
5818;Nevada;Marschang;Adelaide;8
662;Nevada;Martz;Howard;7
5863;Nevada;McCafferty;Ewing;7
2125;Nevada;McClease;Cherie;3
12883;Nevada;McEvoy;Santosh;3
15111;Nevada;McIntyre;Kara;3
980;Nevada;McKenney;Jess;7
19244;Nevada;McKenney;Veda;1
12766;Nevada;McMenama;Brittney;5
7678;Nevada;Mccoy;Rebekkah;6
7714;Nevada;Mcgrath;Deborah;5
2607;Nevada;Mcgrath;Weston;3
12892;Nevada;Mendelson;Allan;4
16433;Nevada;Mestas;Lauern;4
15620;Nevada;Meuller;Reta;3
3725;Nevada;Meyerhoff;Florence;5
16049;Nevada;Mileski;Arleah;2
2492;Nevada;Mohr;Taesoon;6
2796;Nevada;Montelongo;Yolanda;3
3614;Nevada;Montgomery;Mickey;6
2618;Nevada;Mora;Dylan;4
8427;Nevada;Morris;Kevin;6
3623;Nevada;Mosco;Bobby;4
17677;Nevada;Munsi;Bryndis;6
3508;Nevada;Nagel;Cathie;6
19562;Nevada;Narberes;Becky;3
795;Nevada;Narberes;Homer;7
16289;Nevada;Nicholas;Rob;1
16252;Nevada;Noar;Rama;6
1743;Nevada;Nye;Rima;4
5623;Nevada;Ogan;Marinell;3
5411;Nevada;Otey;M. Patricia;3
1801;Nevada;Pack;Fawn;3
849;Nevada;Palmieri;Walker;6
15268;Nevada;Parks;Lawanda;3
4414;Nevada;Partin;Orlando;7
17260;Nevada;Pavicich;Elanor;4
7403;Nevada;Peadilla;Latoya;7
3063;Nevada;Pectol;Lindsay;2
7325;Nevada;Penfold;Ernestine;4
9278;Nevada;Perse;Reade;5
6148;Nevada;Petrick;Hoon;8
9713;Nevada;Pfeifer;Hoon;2
6081;Nevada;Phillips;Lige;6
3748;Nevada;Pickford;M. Stephen;6
11573;Nevada;Pigman;Judine;5
2520;Nevada;Pilotte;Dian;5
3089;Nevada;Quinn;Fereshteh;9
13872;Nevada;Randall;Selina;11
13079;Nevada;Ranniger;Trinnette;4
15747;Nevada;Raya;Mitra;7
18696;Nevada;Reitzel;Bo;2
1619;Nevada;Reyher;Silas;5
7778;Nevada;Rhoads;R.;5
15082;Nevada;Roche;Rosenda;6
6924;Nevada;Rodrick;Brandi;3
18207;Nevada;Roush;Denean;2
17859;Nevada;Row;Tyler;3
2074;Nevada;Rowland;Erik;4
12550;Nevada;Rustay;Conrad;2
5684;Nevada;Saraj;Garnis;4
17397;Nevada;Sarber;Erryn;1
6610;Nevada;Sarne;S. Gayle;4
9404;Nevada;Schnurr;Chaillot;4
15293;Nevada;Schumer;Foster;3
15016;Nevada;Serventi;Onita;3
4971;Nevada;Sheffield;Rosealee;3
16755;Nevada;Shekell;Stacy;3
18173;Nevada;Showaker;Harland;5
15019;Nevada;Sibert;Daniella;3
17337;Nevada;Sikes;Thadeus;3
6080;Nevada;Skarr;Mira;7
2448;Nevada;Slavin;Fawn;5
16847;Nevada;Sloan;Gerald;4
3588;Nevada;Slominski;Israel;6
10777;Nevada;Sluder;Cletus;4
14630;Nevada;Slusher;Kari;2
15402;Nevada;Smock;Kim;7
5530;Nevada;Soden;Kendrick;3
16703;Nevada;Soldani;Emma;3
5395;Nevada;Sorensen;Ila;8
16774;Nevada;Sousa;Danetta;2
5175;Nevada;Squires;Jenaro;6
338;Nevada;Standafer;Leonora;6
17484;Nevada;Steeves;Ethel;2
15883;Nevada;Steffy;Doreen;4
3383;Nevada;Steingraf;Florence;4
7576;Nevada;Stensvold;Bryndis;3
1177;Nevada;Stives;Art;10
12453;Nevada;Stohon;Jared;3
19330;Nevada;Storey;Matilda;3
9665;Nevada;Story;Suzanne;5
18480;Nevada;Strankman;Myreda;5
15240;Nevada;Sultan;Lindsay;9
686;Nevada;Sultani;Vivian;2
18023;Nevada;Swindler;Ingmar;1
18285;Nevada;Swinhart;Marlys;2
4243;Nevada;Szynskie;Damon;4
7734;Nevada;Tallaksen;Rudy;6
647;Nevada;Tallmadge;Maryanne;13
13041;Nevada;Tallman;Rubie Leona;5
11040;Nevada;Tam;Gemma;4
18465;Nevada;Taylor, Jr.;Willard;5
15899;Nevada;Tepper;Earnest;8
3669;Nevada;Thayer;Morrie;5
4335;Nevada;Thomsen;Rudy;6
12586;Nevada;Thoreson;Marcial;4
19888;Nevada;Thorpe;Victoria;1
16531;Nevada;Tibbs;Amalie;6
14785;Nevada;Tiffiny;Micheline;5
14022;Nevada;Till;Nicolette;5
8435;Nevada;Tillman;JoAnne;2
14576;Nevada;Tobias;Dalene;3
5417;Nevada;Toenjes;Sterling;5
9022;Nevada;Tomek;Hilary;6
17581;Nevada;Tommerup;Evelyn;2
2096;Nevada;Tommerup;Mariano;5
15687;Nevada;Torri;Willadean;4
5778;Nevada;Townsend;Jon;4
209;Nevada;Travierso;Salome;7
9205;Nevada;Tripodi;Rosalia;7
6214;Nevada;Trump;Lacey;6
6152;Nevada;Tuszynski;Rosella;4
1997;Nevada;Vaisnor;Nieves;6
13062;Nevada;Valencia;Sali;5
1626;Nevada;Valladao;Nola;6
19334;Nevada;Van Antwerp;Kameron;1
12399;Nevada;Van Buren;Herve;6
10215;Nevada;Van Donkkenburg;Shaun;2
467;Nevada;Van Pelt;Brian;5
7524;Nevada;Van Valin;Regina;7
18274;Nevada;Vawter;Blanche;3
5328;Nevada;Velasco;Shannon;7
4245;Nevada;Velasquez;Gretchen;2
9624;Nevada;Venable;Jake;3
407;Nevada;Verhaeghe;Wendie;5
4339;Nevada;Vert;Laura;8
8453;Nevada;Vessa;Hattie;3
18569;Nevada;Visperas;Tyler;3
244;Nevada;Walcott;Sara;5
1020;Nevada;Wall;Alicia;10
13386;Nevada;Wardley;Aurelia;4
19339;Nevada;Warrick;May;3
3334;Nevada;Waterman;Nordyn;7
1863;Nevada;Webb;Katy;4
14590;Nevada;Wedellsborg;Tracey;5
7257;Nevada;Weibert;Maryfrances;6
16001;Nevada;Wentz;Lauri;2
291;Nevada;Wessels;Hoyt;3
15400;Nevada;Wiers;Myles;4
9268;Nevada;Willems;Paulette;5
6020;Nevada;Wilmoth;Irving;3
3846;Nevada;Wines;Salem;6
18756;Nevada;Winslow;Jinous;1
6647;Nevada;Wurick;Cody;4
4263;Nevada;Xu;Roselinda;2
8403;Nevada;Yarrington;Fernando;5
12317;Nevada;Yeater;Monteze;2
16887;Nevada;Yeates;Janice;5
16552;Nevada;Yielding;Sheila;5
5444;Nevada;Yonce;Charlotee;5
4321;Nevada;Yount;Sherena;8
15999;Nevada;Yuhasz;Sherea;4
17529;Nevada;Zane;Amalia;2
4209;Nevada;Zbiegien;Uriel;3
14214;Nevada;Zerfas;Ethan;5
6414;Nevada;Zetzer;Debby;6
7463;Nevada;Zikria;Bryndis;2
483;Nevada;Zimmerly;Gia;4
18652;Nevada;Zuvich;Kristy;5
10088;New Hampshire;Abramo;Victor;4
39;New Hampshire;Abravaya;Margareta;6
13326;New Hampshire;Adis;Rosario;2
16612;New Hampshire;Albury;Ari;2
6021;New Hampshire;Alconcher;Fred;13
14843;New Hampshire;Aleksic;Siu Ping;5
3947;New Hampshire;Allison;Danette;5
15008;New Hampshire;Anaya;Mattie;2
12691;New Hampshire;Ancheta;Harriet;4
18452;New Hampshire;Andis;Dick;4
6943;New Hampshire;Arbaiza;Katy;8
6668;New Hampshire;Arden;Mayme;6
798;New Hampshire;Arko;Tracy;4
11254;New Hampshire;Arquello;Miles;6
15114;New Hampshire;Auld;Ray;2
18948;New Hampshire;Babbel;Van;3
879;New Hampshire;Backlin;Heidie;7
16111;New Hampshire;Badiozzaman;Dolores;5
4100;New Hampshire;Baer;Willa;5
13805;New Hampshire;Bagwell;Margo;5
2345;New Hampshire;Baldini;Byron;2
6196;New Hampshire;Bales;Gisela;5
4695;New Hampshire;Barnum;Brownie;2
16020;New Hampshire;Barnwell;Marilyn;2
7596;New Hampshire;Barr;Thai;7
14851;New Hampshire;Bartic;G. Richard;2
5533;New Hampshire;Bartles;Ester;5
4397;New Hampshire;Bartles;Marwan;7
3340;New Hampshire;Batten;Marlee;6
10918;New Hampshire;Baulwin;Manu;5
12303;New Hampshire;Baumann;Walker;3
12040;New Hampshire;Beaubien;Dayna;4
4647;New Hampshire;Beaver;Gaylord;5
3990;New Hampshire;Belcher;Bowan;3
13039;New Hampshire;Bellando;Rodley;2
931;New Hampshire;Bental;Alex;7
13965;New Hampshire;Berick;Alfredo;2
339;New Hampshire;Bertolino;Kathleen (Kay);5
6393;New Hampshire;Berve;Elza;4
135;New Hampshire;Bettinardi;Tami;7
7889;New Hampshire;Bettinger;Kolleen;3
17778;New Hampshire;Bevan;Petrina;6
9562;New Hampshire;Bianchi;Louise;6
16467;New Hampshire;Blaine;Helene;3
2700;New Hampshire;Blake;Kristina;4
4863;New Hampshire;Blalock;Frazier;6
8909;New Hampshire;Blevins;Modesto;5
7936;New Hampshire;Blotzer;Yiu Kwok;6
3619;New Hampshire;Bonal;Alfonso;3
8593;New Hampshire;Boone;Darwin;6
9433;New Hampshire;Boren;Elanor;3
12504;New Hampshire;Boroff;Browl;5
18308;New Hampshire;Boshnack;Nasrin;2
5537;New Hampshire;Bouvier;Carmen;6
5315;New Hampshire;Bowie;Dayna;11
1489;New Hampshire;Bratek;Roxanne;5
16183;New Hampshire;Brauner;Lindsey;4
4428;New Hampshire;Braunstein;Norita;7
9087;New Hampshire;Brickell;Jonathan;4
966;New Hampshire;Brumback;Tennie;3
13067;New Hampshire;Brummett;Lorelei;7
15796;New Hampshire;Bryon;Janine;3
9687;New Hampshire;Buensalido;Carmella;4
5404;New Hampshire;Buenstro;Raja;6
4842;New Hampshire;Burks;Raymonde;7
13475;New Hampshire;Burns;Sumner;4
8013;New Hampshire;Burnside;Ronda;6
12412;New Hampshire;Burror;Jack;4
18721;New Hampshire;Buskirk;Cristian;2
18462;New Hampshire;Buss;Bendt;2
4690;New Hampshire;Bustamante;Trudy;8
4024;New Hampshire;Byrne;Pax;7
8135;New Hampshire;Cabibi;Diana;5
19314;New Hampshire;Cadotte;Stella;5
15725;New Hampshire;Cahling;Douglas;6
15627;New Hampshire;Callahan;Kelvin;7
14397;New Hampshire;Callahan;Tai;2
1190;New Hampshire;Cantu;Conley;7
7371;New Hampshire;Capella;Fredrick;4
8677;New Hampshire;Carbone;Son;5
5091;New Hampshire;Cardoza;Everett;8
2947;New Hampshire;Carlisle;Joaquin;9
5503;New Hampshire;Carmichael;Marlys;4
3843;New Hampshire;Carol;Cian;6
296;New Hampshire;Carpenter;Maryan;2
1441;New Hampshire;Carr;Meladie;3
10359;New Hampshire;Cartan;Leoncio;5
12408;New Hampshire;Carvello;Wade;4
16933;New Hampshire;Casolari;Jobe;5
